year,org_slug,org_name
2017,thc-venture-iii-member-corp-nka-tttt-venture-member-corp,THC VENTURE III MEMBER CORP - N/K/A TTTT VENTURE MEMBER CORP
2017,the-caribusiness-re-corp,"Caribusiness RE Corp, The"
2017,the-east-61-street-company-lp,"East 61 St Company, L.P., The"
2017,the-trump-corporation,The Trump Corporation
2017,the-trump-entrepreneur-initiative-llc,The Trump Entrepreneur Initiative LLC (f/k/a Trump University CA LLC)
2017,the-trump-entrepreneur-initiative-llc-ny-domestic,The Trump Entrepreneur Initiative LLC (NY Domestic)
2017,the-trump-follies-llc,The Trump Follies LLC
2017,the-trump-follies-member-inc,"The Trump Follies Member, Inc."
2017,the-trump-hotel-corp,The Trump Hotel Corp
2017,the-trump-marks-real-estate-corp,The Trump Marks Real Estate Corp
2017,the-trump-organization-inc,"The Trump Organization, Inc"
2017,the-trump-equitable-fifth-avenue-company,The Trump Equitable Fifth Avenue Company
2017,tigl-common-area-management-corp,TIGL Common Area Management Corp
2017,trump-international-golf-links-doonbeg,TIGL Ireland Enterprises Limited (Trump International Golf Links - Doonbeg)
2017,tigl-ireland-management-limited,TIGL Ireland Management Limited
2017,tihc-reservations-llc,TIHC Reservations LLC
2017,tihh-member-corp,TIHH Member Corp
2017,tihh-member-llc,TIHH Member LLC
2017,tihm-member-corp,TIHM Member Corp
2017,tiht-chicago-member-acquisition-llc,TIHT Chicago Member Acquisition LLC
2017,tiht-commercial-llc,TIHT Commercial LLC
2017,tiht-holding-company-llc,TIHT Holding Company LLC
2017,tiht-member-llc,TIHT Member LLC
2017,tipperary-realty-corp,Tipperary Realty Corp
2017,tmg-member-llc,"TMG Member, LLC"
2017,trump-national-golf-club-charlotte,Trump National Golf Club - Charlotte
2017,tngc-charlotte-manager-corp,TNGC Charlotte Manager Corp
2017,trump-national-golf-club-hudson-valley,Trump National Golf Club - Hudson Valley
2017,tngc-dutchess-county-member-corp,TNGC Dutchess County Member Corp (fka Trump Marks Classic Cars Member Corp)
2017,tngc-jupiter-management-llc,TNGC Jupiter Management LLC
2017,tngc-jupiter-managing-member-corp,TNGC Jupiter Managing Member Corp
2017,trump-national-golf-club-philadelphia,Trump National Golf Club - Philadelphia
2017,tngc-pine-hill-member-corp,TNGC Pine Hill Member Corp (fka Crest Court Member Corp)
2017,toronto-development-llc,Toronto Development LLC
2017,tp-cfd-manager-corp,TP CFD Manager Corp
2017,tp-cfd-llc,TP CFD LLC
2017,trump-106-cps-llc,Trump 106 CPS LLC
2017,trump-845-lp-llc,Trump 845 LP LLC
2017,trump-845-un-gp-llc,Trump 845 UN GP LLC
2017,trump-845-un-mgr-corp,Trump 845 UN MGR Corp
2017,trump-845-un-mgr-llc,Trump 845 UN MGR LLC (F/K/A 845 UN LLC)
2017,trump-ac-casino-marks-llc,Trump AC Casino Marks LLC
2017,trump-ac-casino-marks-member-corp,Trump AC Casino Marks Member Corp
2017,trump-acquisition-corp,Trump Acquisition Corp
2017,trump-acquisition-llc,"Trump Acquisition, LLC"
2017,trump-books-llc,Trump Books LLC
2017,trump-books-manager-corp,Trump Books Manager Corp
2017,trump-brazil-llc,Trump Brazil LLC
2017,trump-canadian-services-inc,Trump Canadian Services Inc)
2017,trump-canouan-estate-llc,Trump Canouan Estate LLC
2017,trump-canouan-estate-member-corp,Trump Canouan Estate Member Corp
2017,trump-caribbean-llc,Trump Caribbean LLC
2017,trump-carousel-llc,Trump Carousel LLC
2017,trump-carousel-member-corp,Trump Carousel Member Corp
2017,trump-central-park-west-corp,Trump Central Park West Corp
2017,trump-chicago-commercial-member-corp,Trump Chicago Commercial Member Corp
2017,trump-chicago-commercial-manager-llc,Trump Chicago Commercial Manager LLC
2017,trump-chicago-development-llc,Trump Chicago Development LLC
2017,trump-chicago-hotel-manager-llc,Trump Chicago Hotel Manager LLC
2017,trump-chicago-hotel-member-corp,Trump Chicago Hotel Member Corp
2017,trump-chicago-managing-member-llc,Trump Chicago Managing Member LLC
2017,trump-chicago-member-llc,Trump Chicago Member LLC
2017,trump-chicago-residential-manager-llc,Trump Chicago Residential Manager LLC
2017,trump-chicago-residential-member-corp,Trump Chicago Residential Member Corp
2017,trump-chicago-retail-llc,Trump Chicago Retail LLC
2017,trump-chicago-retail-manager-llc,Trump Chicago Retail Manager LLC
2017,trump-chicago-retail-member-corp,Trump Chicago Retail Member Corp
2017,trump-classic-cars-llc,Trump Classic Cars LLC
2017,trump-classic-cars-member-corp,Trump Classic Cars Member Corp
2017,trump-commercial-chicago-llc,Trump Commercial Chicago LLC
2017,trump-cps-corp,Trump CPS Corp
2017,trump-cps-llc,Trump CPS LLC
2017,trump-delmonico-llc,Trump Delmonico LLC
2017,trump-development-services-llc,Trump Development Services LLC
2017,trump-development-services-member-corp,Trump Development Services Member Corp
2017,trump-drinks-israel-holdings-llc,Trump Drinks Israel Holdings LLC
2017,trump-drinks-israel-holdings-member-corp,Trump Drinks Israel Holdings Member Corp
2017,trump-drinks-israel-llc,Trump Drinks Israel LLC
2017,trump-drinks-israel-member-corp,Trump Drinks Israel Member Corp
2017,trump-education-ulc,Trump Education ULC
2017,trump-empire-state-inc,Trump Empire State Inc
2017,trump-national-doral,Trump National Doral
2017,trump-endeavor-12-manager-corp,Trump Endeavor 12 Manager Corp
2017,trump-eu-marks-llc,Trump EU Marks LLC
2017,trump-eu-marks-member-corp,Trump EU Marks Member Corp
2017,trump-ferry-point-llc,Trump Ferry Point LLC
2017,trump-ferry-point-member-corp,Trump Ferry Point Member Corp
2017,trump-florida-management-llc,Trump Florida Management LLC
2017,trump-florida-manager-corp,Trump Florida Manager Corp
2017,trump-golf-acquisitions-llc,Trump Golf Acquisition LLC
2017,trump-golf-coco-beach-llc,Trump Golf Coco Beach LLC
2017,trump-golf-coco-beach-member-corp,Trump Golf Coco Beach Member Corp
2017,trump-golf-management-llc,Trump Golf Management LLC
2017,trump-home-marks-llc,Trump Home Marks LLC
2017,trump-home-marks-member-corp,Trump Home Marks Member Corp
2017,trump-ice-inc,"Trump Ice, Inc"
2017,trump-ice-llc,Trump Ice LLC
2017,trump-international-development-llc,Trump International Development LLC
2017,trump-international-development-member-corp,Trump International Development Member Corp
2017,trump-international-golf-links-scotland,Trump International Golf Club Scotland Limited
2017,trump-international-golf-club-inc,"Trump International Golf Club, Inc"
2017,trump-international-golf-club-florida,Trump International Golf Club LC (Trump International Golf Club - Florida)
2017,trump-international-hotel-hawaii-llc,Trump International Hotel Hawaii LLC
2017,trump-international-hotels-management-llc,Trump International Hotels Management LLC
2017,trump-jets-llc,Sentient Jets LLC (Now/Known/As Trump Jets LLC)
2017,trump-korea-llc,Trump Korea LLC
2017,trump-korean-projects-llc,Trump Korean Projects LLC
2017,trump-las-olas-llc,Trump Las Olas LLC
2017,trump-las-olas-member-corp,Trump Las Olas Member Corp
2017,trump-las-vegas-corp,Trump Las Vegas Corp
2017,trump-las-vegas-development-llc,Trump Las Vegas Development LLC
2017,trump-las-vegas-managing-member-llc,Trump Las Vegas Managing Member LLC
2017,trump-las-vegas-member-llc,Trump Las Vegas Member LLC
2017,trump-las-vegas-sales-marketing-inc,Trump Las Vegas Sales & Marketing Inc
2017,trump-lauderdale-development-llc,Trump Lauderdale Development LLC
2017,trump-lauderdale-development-no-2-llc,Trump Lauderdale Development 2 LLC
2017,trump-marketing-llc,Trump Marketing LLC
2017,trump-marks-asia-corp,Trump Marks Asia Corp
2017,trump-marks-asia-llc,Trump Marks Asia LLC
2017,trump-marks-atlanta-llc,Trump Marks Atlanta LLC
2017,trump-marks-atlanta-member-corp,Trump Marks Atlanta Member Corp
2017,trump-marks-baja-corp,Trump Marks Baja Corp
2017,trump-marks-baja-llc,Trump Marks Baja LLC
2017,trump-marks-batumi-llc,Trump Marks Batumi LLC
2017,trump-marks-batumi-managing-member-corp,Trump Marks Batumi Managing Member Corp
2017,trump-marks-beverages-corp,Trump Marks Beverages Corp
2017,trump-marks-beverages-llc,Trump Marks Beverages LLC
2017,trump-marks-canouan-corp,Trump Marks Canouan Corp
2017,trump-marks-canouan-llc,Trump Marks Canouan LLC
2017,trump-marks-chicago-llc,Trump Marks Chicago LLC
2017,trump-marks-chicago-member-corp,Trump Marks Chicago Member Corp
2017,trump-marks-dubai-corp,Trump Marks Dubai Corp
2017,trump-marks-dubai-llc,Trump Marks Dubai LLC
2017,trump-marks-egypt-corp,Trump Marks Egypt Corp
2017,trump-marks-egypt-llc,Trump Marks Egypt LLC
2017,trump-marks-fine-foods-llc,Trump Marks Fine Foods LLC
2017,trump-marks-fine-foods-member-corp,Trump Marks Fine Foods Member Corp
2017,trump-marks-ft-lauderdale-llc,Trump Marks Ft. Lauderdale LLC
2017,trump-marks-ft-lauderdale-member-corp,Trump Marks Ft Lauderdale Member Corp
2017,trump-marks-gp-corp,Trump Marks GP Corp
2017,trump-marks-holdings-lp,TRUMP MARKS HOLDINGS LP
2017,trump-marks-hollywood-corp,Trump Marks Hollywood Corp
2017,trump-marks-hollywood-llc,Trump Marks Hollywood LLC
2017,trump-marks-istanbul-ii-corp,Trump Marks Istanbul II Corp
2017,trump-marks-istanbul-ii-llc,Trump Marks Istanbul II LLC
2017,trump-marks-jersey-city-corp,Trump Marks Jersey City Corp
2017,trump-marks-jersey-city-llc,Trump Marks Jersey City LLC
2017,trump-marks-las-vegas-corp,Trump Marks Las Vegas Corp
2017,trump-marks-las-vegas-llc,Trump Marks Las Vegas LLC
2017,trump-marks-llc,Trump Marks LLC
2017,trump-marks-magazine-corp,Trump Marks Magazine Corp
2017,trump-marks-magazine-llc,Trump Marks Magazine LLC
2017,trump-marks-mattress-llc,Trump Marks Mattress LLC
2017,trump-marks-mattress-member-corp,Trump Marks Mattress Member Corp
2017,trump-marks-menswear-llc,Trump Marks Menswear LLC
2017,trump-marks-menswear-member-corp,Trump Marks Menswear Member Corp
2017,trump-marks-mortgage-corp,Trump Marks Mortgage Corp
2017,trump-marks-mtg-llc,Trump Marks Mtg LLC
2017,trump-marks-mumbai-llc,Trump Marks Mumbai LLC
2017,trump-marks-mumbai-member-corp,Trump Marks Mumbai Member Corp
2017,trump-marks-new-rochelle-corp,Trump Marks New Rochelle Corp
2017,trump-marks-new-rochelle-llc,Trump Marks New Rochelle LLC
2017,trump-marks-palm-beach-corp,Trump Marks Palm Beach Corp
2017,trump-marks-palm-beach-llc,Trump Marks Palm Beach LLC
2017,trump-marks-panama-corp,Trump Marks Panama Corp
2017,trump-marks-panama-llc,Trump Marks Panama LLC
2017,trump-marks-philadelphia-corp,Trump Marks Philadelphia Corp
2017,trump-marks-philadelphia-llc,Trump Marks Philadelphia LLC
2017,trump-marks-philippines-corp,Trump Marks Philippines Corp
2017,trump-marks-philippines-llc,Trump Marks Philippines LLC
2017,trump-marks-products-llc,Trump Marks Products LLC
2017,trump-marks-products-member-corp,Trump Marks Products Member Corp
2017,trump-marks-puerto-rico-i-llc,Trump Marks Puerto Rico I LLC
2017,trump-marks-puerto-rico-i-member-corp,Trump Marks Puerto Rico I Member Corp
2017,trump-marks-puerto-rico-ii-llc,Trump Marks Puerto Rico II LLC
2017,trump-marks-puerto-rico-ii-member-corp,Trump Marks Puerto Rico II Member Corp
2017,trump-marks-punta-del-este-llc,Trump Marks Punta del Este LLC
2017,trump-marks-punta-del-este-manager-corp,Trump Marks Punta del Este Manager Corp
2017,trump-marks-real-estate-llc,Trump Marks Real Estate LLC
2017,trump-marks-soho-license-corp,Trump Marks SOHO License Corp
2017,trump-marks-soho-llc,Trump Marks SOHO LLC
2017,trump-marks-stamford-corp,Trump Marks Stamford Corp
2017,trump-marks-stamford-llc,Trump Marks Stamford LLC
2017,trump-marks-sunny-isles-i-llc,Trump Marks Sunny Isles I LLC
2017,trump-marks-sunny-isles-i-member-corp,Trump Marks Sunny Isles I Member Corp
2017,trump-marks-sunny-isles-ii-llc,Trump Marks Sunny Isles II LLC
2017,trump-marks-sunny-isles-ii-member-corp,Trump Marks Sunny Isles II Member Corp
2017,trump-marks-tampa-corp,Trump Marks Tampa Corp
2017,trump-marks-tampa-llc,Trump Marks Tampa LLC
2017,trump-marks-toronto-corp,Trump Marks Toronto Corp
2017,trump-marks-toronto-llc,Trump Marks Toronto LLC
2017,trump-marks-toronto-lp,Trump Marks Toronto LP (Formally Trump Toronto Management LP)
2017,trump-marks-waikiki-corp,Trump Marks Waikiki Corp
2017,trump-marks-waikiki-llc,Trump Marks Waikiki LLC
2017,trump-marks-westchester-corp,Trump Marks Westchester Corp
2017,trump-marks-westchester-llc,Trump Marks Westchester LLC
2017,trump-marks-white-plains-corp,Trump Marks White Plains Corp
2017,trump-marks-white-plains-llc,Trump Marks White Plains LLC
2017,trump-miami-resort-management-llc,Trump Miami Resort Management LLC
2017,trump-miami-resort-management-member-corp,Trump Miami Resort Management Member Corp
2017,trump-model-management-llc,Trump Model Management LLC
2017,trump-national-golf-club-colts-neck,Trump National Golf Club Colts Neck LLC
2017,trump-national-golf-club-colts-neck-member-corp,Trump National Golf Club Colts Neck Member Corp
2017,trump-national-golf-club-westchester,Trump National Golf Club LLC (Trump National Golf Club - Westchester)
2017,trump-national-golf-club-member-corp,Trump National Golf Club Member Corp
2017,trump-national-golf-club-washington-dc,TRUMP NATIONAL GOLF CLUB - WASHINGTON DC
2017,trump-national-golf-club-washington-dc-member-corp,Trump National Golf Club Washington DC Member Corp
2017,trump-new-world-property-management-llc,Trump/New World Property Management LLC
2017,trump-ocean-manager-inc,Trump Ocean Manager Inc
2017,trump-ocean-managing-member-llc,Trump Ocean Managing Member LLC
2017,trump-old-post-office-llc,Trump Old Post Office LLC
2017,trump-old-post-office-member-corp,Trump Old Post Office Member Corp
2017,trump-on-the-ocean-llc,Trump On the Ocean LLC
2017,trump-organization-llc,Trump Organization LLC
2017,trump-pageants-inc,"Trump Pageants, Inc"
2017,miss-universe-lp-lllp,"Miss Universe LP, LLLP (Formerly Trump Pageants, LP)"
2017,trump-palaceparc-llc,Trump Palace/Parc LLC
2017,trump-panama-condominium-management-llc,Trump Panama Condominium Management LLC
2017,trump-panama-condominium-member-corp,Trump Panama Condominium Member Corp
2017,trump-panama-hotel-management-llc,Trump Panama Hotel Management LLC
2017,trump-panama-hotel-management-member-corp,Trump Panama Hotel Management Member Corp
2017,trump-park-avenue-acquisition-llc,Trump Park Avenue Acquisition LLC
2017,trump-park-avenue-llc,Trump Park Avenue LLC
2017,trump-payroll-chicago-llc,Trump Payroll Chicago LLC
2017,trump-payroll-corp,Trump Payroll Corp
2017,trump-phoenix-development-llc,Trump Phoenix Development LLC
2017,trump-plaza-llc,Trump Plaza LLC
2017,trump-plaza-member-inc,Trump Plaza Member Inc. (F/K/A Trump Plaza Corp)
2017,trump-productions-llc,Trump Productions LLC (Former Rancho Lien LLC)
2017,trump-productions-managing-member-inc,Trump Productions Managing Member Inc
2017,trump-project-management-corp,Trump Project Management Corp
2017,trump-realty-services-llc,Trump Realty Services LLC (f/k/a Trump Mortgage Services LLC (03) & Tower Mortgage Services LLC)
2017,trump-restaurants-llc,Trump Restaurants LLC
2017,trump-riverside-management-llc,Trump Riverside Management LLC
2017,trump-ruffin-commercial-llc,Trump Ruffin Commercial LLC
2017,trump-ruffin-llc,Trump Ruffin LLC
2017,trump-ruffin-tower-i-llc,Trump Ruffin Tower I LLC
2017,trump-sales-leasing-chicago-llc,Trump Sales & Leasing Chicago LLC
2017,trump-sales-leasing-chicago-member-corp,Trump Sales & Leasing Chicago Member Corp
2017,trump-scotland-member-inc,Trump Scotland Member Inc
2017,trump-scotsborough-square-llc,Trump Scotsborough Square LLC
2017,trump-scotsborough-square-member-corp,Trump Scotsborough Square Member Corp
2017,trump-soho-member-llc,Trump Soho Member LLC
2017,trump-toronto-development-inc,Trump Toronto Development Inc
2017,trump-toronto-hotel-management-corp,Trump Toronto Hotel Management Corp
2017,trump-toronto-member-corp,Trump Toronto Member Corp (formally Trump Toronto Management Member Corp)
2017,trump-tower-commercial-llc,Trump Tower Commercial LLC
2017,trump-tower-managing-member-inc,Trump Tower Managing Member Inc
2017,trump-village-construction-corp,Trump Village Construction Corp
2017,trump-vineyard-estates-llc,Trump Vineyard Estates LLC
2017,trump-vineyard-estates-lot-3-owner-llc,Trump Vineyard Estates Lot 3 Owner LLC (fka Eric Trump Land Holdings LLC)
2017,trump-vineyard-estates-manager-corp,Trump Vineyard Estates Manager Corp
2017,trump-virginia-acquisitions-llc,Trump Virginia Acquisitions LLC (fka Virginia Acquisitions LLC)
2017,trump-virginia-acquisitions-manager-corp,Trump Virginia Acquisitions Manager Corp
2017,trump-virginia-lot-5-llc,Trump Virginia Lot 5 LLC
2017,trump-virginia-lot-5-manager-corp,Trump Virginia Lot 5 Manager Corp
2017,trump-wine-marks-llc,Trump Wine Marks LLC
2017,trump-wine-marks-member-corp,Trump Wine Marks Member Corp
2017,trump-world-productions-llc,Trump World Productions LLC
2017,trump-world-productions-manager-corp,Trump World Productions Manager Corp
2017,trump-world-publications-llc,Trump World Publications LLC
2017,trumps-castle-management-corp,TRUMP'S CASTLE MANAGEMENT CORP
2017,turnberry-scotland-llc,Turnberry Scotland LLC
2017,turnberry-scotland-managing-member-corp,Turnberry Scotland Managing Member Corp
2017,tw-venture-i-llc,TW Venture I LLC
2017,tw-venture-i-managing-member-corp,TW Venture I Managing Member Corp
2017,tw-venture-ii-llc,TW Venture II LLC
2017,tw-venture-ii-managing-member-corp,TW Venture II Managing Member Corp
2017,ultimate-air-corp,Ultimate Air Corp
2017,unit-2502-enterprises-corp,Unit 2502 Enterprises Corp
2017,unit-2502-enterprises-llc,Unit 2502 Enterprises LLC
2017,trump-national-golf-club-los-angeles,TRUMP NATIONAL GOLF CLUB- LOS ANGELES
2017,vhps-llc,VHPS LLC
2017,west-palm-operations-llc,West Palm Operations LLC
2017,wexford-hall-inc,Wexford Hall Inc
2017,white-course-llc,White Course LLC
2017,white-course-managing-member-corp,White Course Managing Member Corp
2017,wilshire-hall-llc,Wilshire Hall LLC
2017,wollman-rink-operations-llc,Wollman Rink Operations LLC
2017,yorktown-real-estate-llc-fka-yorktown-development-associates-llc,Yorktown Real Estate LLC (F/K/A Yorktown Development Associates LLC)
2017,hwa-555-owners-llc,HWA 555 Owners LLC
2017,1290-avenue-of-the-americas-a-tenancy-in-common,"1290 Avenue of the Americas, a Tenancy-In-Common"
2017,trump-management-inc,Trump Management Inc
2017,hwa-1290-iii-llc,HWA 1290 III llc
2017,hwa-1290-iv-llc,HWA 1290 IV llc
2017,hwa-1290-v-llc,HWA 1290 V llc
2017,thc-china-development-management-corp,THC China Development Management Corp (fka Trump China Development Management Corp)
2017,travel-enterprises-management-inc,"Travel Enterprises Management Inc (Formerly Toys at Trump, Inc)"
2017,trump-las-vegas-marketing-and-sales-llc,Trump Las Vegas Marketing and Sales LLC
2017,the-donald-j-trump-company-llc,The Donald J. Trump Company LLC
2017,dt-bali-golf-manager-llc,DT Bali Golf Manager LLC *
2017,dt-bali-golf-manager-member-corp,DT Bali Golf Manager Member Corp *
2017,dt-bali-hotel-manager-llc,DT Bali Hotel Manager LLC *
2017,dt-bali-hotel-manager-member-corp,DT Bali Hotel Manager Member Corp *
2017,dt-bali-technical-services-manager-llc,DT Bali Technical Services Manager LLC
2017,dt-bali-technical-services-manager-member-corp,DT Bali Technical Services Manager Member Corp *
2017,dt-connect-europe-limited,DT Connect Europe Limited *
2017,dt-endeavor-i-llc,DT Endeavor I LLC
2017,dt-jeddah-technical-services-advisor-llc,DT Jeddah Technical Services Advisor LLC
2017,dt-jeddah-technical-services-advisor-member-corp,DT Jeddah Technical Services Advisor Member Corp
2017,dt-jeddah-technical-services-manager-llc,DT Jeddah Technical Services Manager LLC
2017,dt-jeddah-technical-services-manager-member-corp,DT Jeddah Technical Services Manager Member Corp
2017,dt-lido-golf-manager-llc,DT Lido Golf Manager LLC *
2017,dt-lido-golf-manager-member-corp,DT Lido Golf Manager Member Corp *
2017,dt-lido-hotel-manager-llc,DT Lido Hotel Manager LLC *
2017,dt-lido-hotel-manager-member-corp,DT Lido Hotel Manager Member Corp *
2017,dt-lido-technical-services-manager-llc,DT Lido Technical Services Manager LLC *
2017,dt-lido-technical-services-manager-member-corp,DT Lido Technical Services Manager Member Corp *
2017,dt-marks-bali-llc,DT MARKS BALI LLC
2017,dt-marks-bali-member-corp,DT Marks Bali Member Corp *
2017,dt-marks-lido-llc,DT Marks Lido LLC *
2017,dt-marks-lido-member-corp,DT Marks Lido Member Corp *
2017,dt-tower-i-llc,DT Tower I LLC
2017,dt-tower-i-member-corp,DT Tower I Member Corp
2017,dt-tower-kolkata-llc,DT Tower Kolkata LLC
2017,dt-tower-kolkata-managing-member-corp,DT Tower Kolkata Managing Member Corp
2017,dttm-operations-llc,DTTM Operations LLC
2017,dttm-operations-managing-member-corp,DTTM Operations Managing Member Corp
2017,eid-venture-ii-llc,EID Venture II LLC
2017,eid-venture-ii-member-corp,EID Venture II Member Corp
2017,mobile-payroll-construction-llc,Mobile Payroll Construction LLC *
2017,mobile-payroll-construction-manager-corp,Mobile Payroll Construction Manager Corp *
2017,thc-dc-restaurant-hospitality-llc,THC DC Restaurant Hospitality LLC
2017,thc-jeddah-hotel-advisor-llc,THC Jeddah Hotel Advisor LLC
2017,thc-jeddah-hotel-advisor-member-corp,THC Jeddah Hotel Advisor Member Corp
2017,thc-jeddah-hotel-manager-llc,THC Jeddah Hotel Manager LLC
2017,thc-jeddah-hotel-manager-member-corp,THC Jeddah Hotel Manager Member Corp
2017,c-development-ventures-llc,C DEVELOPMENT VENTURES LLC
2017,c-development-ventures-member-corp,C DEVELOPMENT VENTURES MEMBER CORP
2017,tc-marks-buenos-aires-llc,TC MARKS BUENOS AIRES LLC
2017,dt-venture-i-llc,DT Venture I LLC
2017,dt-venture-i-member-corp,DT Venture I Member Corp
2017,dt-venture-ii-llc,DT Venture II LLC
2017,dt-venture-ii-member-corp,DT Venture II Member Corp
2017,dt-tower-ii-llc,DT Tower II LLC
2017,dt-tower-ii-member-corp,DT Tower II Member Corp
2017,dt-endeavor-i-member-corp,DT Endeavor I Member Corp
2017,4t-holdings-one-llc,4T Holdings One LLC
2017,4t-holdings-two-llc,4T Holdings Two LLC
2017,storage-106-llc,Storage 106 LLC
2017,t-express-llc,T Express LLC
2017,the-donald-j-trump-revocable-trust,The Donald J. Trump Revocable Trust
2017,trump-family-members,TRUMP FAMILY MEMBERS
2017,trump-donald-j,"TRUMP, DONALD J."
2017,hudson-waterfront-i-corporation,HUDSON WATERFRONT I CORPORATION
2017,hudson-westside-associates-i-lp,"HUDSON WESTSIDE ASSOCIATES I, LP"
2017,hudson-waterfront-ii-corporation,HUDSON WATERFRONT II CORPORATION
2017,hudson-westside-associates-ii-lp,"HUDSON WESTSIDE ASSOCIATES II, LP"
2017,hudson-waterfront-iii-corporation,HUDSON WATERFRONT III CORPORATION
2017,hudson-westside-associates-iii-lp,"HUDSON WESTSIDE ASSOCIATES III, LP"
2017,hudson-waterfront-iv-corporation,HUDSON WATERFRONT IV CORPORATION
2017,hudson-westside-associates-iv-lp,"HUDSON WESTSIDE ASSOCIATES IV, LP"
2017,hudson-waterfront-v-corporation,HUDSON WATERFRONT V CORPORATION
2017,hudson-westside-associates-v-lp,"HUDSON WESTSIDE ASSOCIATES V, LP"
2017,hudson-waterfront-corporation,HUDSON WATERFRONT CORPORATION
2017,hudson-westside-associates-lp,"HUDSON WESTSIDE ASSOCIATES, LP"
2017,galbreath-columbus-circle-development-associates-lp,"GALBREATH COLUMBUS CIRCLE DEVELOPMENT ASSOCIATES, LP"
2017,cpw-pt-partners-g-p,"CPW PT PARTNERS, G.P."
2017,tttt-venture-member-corp,TTTT Venture Member Corp
2017,djt-entrepreneur-managing-member-llc-formerly-known-as-djt-university-managing-member-llc,DJT ENTREPRENEUR MANAGING MEMBER LLC (FORMERLY KNOWN AS DJT UNIVERSITY MANAGING MEMBER LLC)
2017,spitalny-jonathan,"SPITALNY, JONATHAN"
2017,sexton-michael,"SEXTON, MICHAEL"
2017,djt-entrepreneur-member-llc-formally-known-as-djt-university-member-llc,DJT ENTREPRENEUR MEMBER LLC (FORMALLY KNOWN AS DJT UNIVERSITY MEMBER LLC)
2017,the-trump-follies-member-inc,"The Trump Follies Member, Inc."
2017,tipperary-realty-corporation,TIPPERARY REALTY CORPORATION
2017,daewoo-america-development-new-york-corp,DAEWOO AMERICA DEVELOPMENT (NEW YORK) CORP
2017,annie-veltri,ANNIE VELTRI
2017,new-world-property-management-limited,NEW WORLD PROPERTY MANAGEMENT LIMITED
2017,smc-ocean-llc,SMC OCEAN LLC
2017,gept-delmonico-llc,GEPT DELMONICO LLC
2017,hyde-park-llc,"HYDE PARK, LLC"
2017,tttt-venture-llc,TTTT Venture LLC
2017,t-express-manager-member-corp,T Express Manager Member Corp
